SMILES,LogS
Cc1cc(C)cc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)cc(C)c2)C6=O)c1,-7.4761487948
CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,-3.499700952
NS(=O)(=O)c1cc2c(s1)SCCC2=O,-3.55
c1ccc2c(c1)CC1COCOC21,-1.6560932729
CCCCCCCC(C(=O)O)C(=O)O,-2.0411
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,-2.08
CCC1(CC)C(=O)N(C)N(c2ccccc2)C1=O,-2.69
CCCOC(=O)c1ccccc1C(=O)OCCC,-3.82
CC(=O)Nc1ccc(Cl)cc1,-2.84
CC(C)CC(NC(=O)CN)C(=O)O,-0.43
O=S(=O)(O)OCCOc1ccc(Cl)cc1Cl,-0.0601
CC(C)CCCC(C)CCO,-3.3932597866000003
CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.91
CCC#CCC,-2.1675
O=c1c(Cl)c(Cl)cnn1-c1ccccc1,-3.3822
C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,-4.8617411072
O=C(O)c1ccc2ccccc2n1,-1.0911
CCCCCC(O)CCC,-2.591
OCC1OC(n2c(-c3ccco3)nc3ccccc32)C(O)C1O,-2.92
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,-7.1886381337000005
CCCn1c(=O)c2[nH]c(C(C3CC3)C3CC3)nc2n(CCC)c1=O,-4.59
CCCCCCC(O)C(O)C(=O)O,-1.5469
Nc1ncc2[nH]cnc2n1,-1.21
C=CCc1ccccc1OCC(O)CNC(C)C,-2.88
COc1cc(OC)cc(C(=O)N(O)c2cccc(C)c2)c1,-3.61
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,-5.6768
N#Cc1cccnc1,0.1128
CCOC(=O)OC,-0.3444506814
C[Sn](C)(Cl)Cl,-1.0407
NC(=O)c1ccc(Cl)c(N)c1,-1.976703976
O=c1[nH]c2ccccc2c(=O)n1CCCl,-3.5747994393
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-7.2493
C[C@H](N)c1ccccc1,-0.4601924093
Cc1ncc([N+](=O)[O-])n1CCOP(=O)(O)O,-1.38
c1ccc2c(c1)CCCC2,-3.5673681389
C=CC(=O)OCCCCCC(C)C,-4.1706554664999995
O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1,-1.3486
CCCCCCOC(=O)C(C)O,-1.14
COc1cc(C=O)cc([N+](=O)[O-])c1O,-2.4496899299
COc1ccc(NC(=O)CC(C)=O)cc1,-1.9014771833
CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)O,-3.67
CCCCCCCCC(=O)N(C)C,-2.1440495587
COc1cc(/C=C/CO)ccc1OC1OC(CO)C(O)C(O)C1O,-1.87
CC(C)=CC=O,0.1165037469
CCCCCCCCOC(=O)c1ccc(O)c(Br)c1,-4.52
Cn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O,-5.0
C=C/C=C/CC/C=C/CC,-3.34190657
CC1(C)SC2C(NC(=O)C(N)c3ccc(N)cc3)C(=O)N2C1c1nnn[nH]1,-1.57
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.7436
OCCOc1cccc(OCCO)c1,-1.02
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-2.9565
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,-3.49
O=C(O)C(=O)c1ccc2c(c1)OCO2,-1.1912
CNC(=O)Oc1ccccc1C1OCCO1,-1.5706
CN(C)c1ccccc1,-1.9220736974
C=C(C)C(=O)OCCCC,-2.5443674546
C#CC1(OC(N)=O)CCCCC1,-1.8253
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.3
Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,-5.5201
c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.8613
Oc1cc(Cl)cc(Cl)c1,-1.5590000000000002
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,-5.5083
O=[N+]([O-])c1cccc(Br)c1,-1.3054
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.8953
CCOc1nc(OCC)nc(OCC)n1,-1.4838
IC=CI,-3.22
Cc1cnc2cncnc2n1,-0.01
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,-7.89
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-8.68
CC/C=C\CCOC(C)=O,-2.111500803
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-3.82
O=C1NC(=O)C(=O)N1,-0.4
NC(=O)NCC(=O)NCC(=O)NCC(=O)O,-1.3505
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,-4.1196
O=C(O)c1cccc2ncccc12,-2.6774
CCCCCCCCC(=O)O,-2.7221977641
O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1O,-4.5452
c1ccc(OCC2CO2)cc1,-1.7963921827
[Cd+2],-4.1112934221
C=C(C#N)C(=O)OCC,-6.717139790499999
CCCCC(CC)C(=O)OC,-2.9898040042000003
CN(Cc1ccc(OCCN2CCOCC2)cc1)C(=O)c1ccc([N+](=O)[O-])o1,-2.29
S=C=Nc1cccc2ccccc12,-4.6022
CC(=O)OCc1ccccc1,-1.6853
CCCCCCOc1ccc(C(C)=NO)c(O)c1,-4.15
Cc1cc(=O)n(-c2ccccc2)n1C,-0.5642
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,-8.2520983426
CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1,-4.7
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,-3.7584891954
Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,-7.51
CC/C=C\CC1=C(C)CCC1=O,-2.0452383746
O=c1nc(-c2ccccc2)[nH]c(-c2ccccc2)n1,-5.4935852535
O=C(c1ccccc1)n1ncc2c(=O)[nH]cnc21,-4.23
Cc1ccc(S(=O)(=O)N(Cl)Cl)cc1,-3.51
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,-1.9484
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,-4.4321
CCCCCCCCCCCCCCCCCCCCCCO,-5.5140281478999995
O=C1CCC/C=C\CCCCCCCCCC1,-5.560732278400001
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,-5.8739
NS(=O)(=O)c1nnc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)s1,-1.46
O=C(NO)c1ccc([N+](=O)[O-])cc1,-1.94
ClCc1ccccc1,-2.3822
COC(=O)c1cc([N+](=O)[O-])ccc1C(=O)[O-],-1.721
CN(C)C(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],-2.48
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,-2.72
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,-1.54
COc1ccccc1[N+](=O)[O-],-1.9572
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-5.85
Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,-4.6613
CC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,-2.3
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.38
OC[C@H]1OC2(COC3(CO2)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]1O,-0.0058
Cc1cc(Cc2ccc(Cl)cc2Cl)c(Cl)cc1Cl,-7.49
O=C(O)CCC(=O)O,-0.17
Clc1ccccc1,-2.4493202347
CCCCCCCC,-5.2382
CCCCCCCCCC(=O)NNC(=O)c1ccncc1,-4.17
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,-5.5307
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,-4.6024
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,-4.4603
CCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,-2.85
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-11.4795
OCCNc1ccccc1,-0.4745
CCCCCCCCCCCCNC(=O)c1cccnc1,-3.2078
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1,-6.64
N=C(N)NC(=N)Nc1cccc2ccccc12,-2.3151
Oc1cc(Cl)c(Cl)cc1Cl,-2.2163
CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.4191
O=c1cc[nH]c(=O)[nH]1,-1.48
O=C1CCC(C(=O)O)N1,-0.4042589172
CC[C@]12CCC3=C(CCc4cc(OC)ccc43)[C@@H]1CCC2=O,-4.772922847
CC(=O)CC(=O)CC(C)C,-1.6
CCCCCCCC(=O)OCCCOC(=O)CCCCCCC,-7.516526119400001
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,-2.03
CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,-7.9658105639
CCN(CC)c1ccc(N=Nc2ccccc2)cc1,-5.9821152675
CC1(O)CCC(C(C)(C)O)CC1,-1.634
Cn1c(N)cc(=O)n(C)c1=O,-1.4535787311
O=C1CCCCCCCCCCCCCCN1,-2.8739999999999997
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,-3.2626
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,-4.5
FC(F)(F)C(Cl)Cl,-1.8623
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.5754367043
CC(=O)O[Hg]c1ccccc1,-1.8868
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,-6.013999999999999
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@@H]3O,-5.5225
CC(C)(C)N(Sc1nc2ccccc2s1)Sc1nc2ccccc2s1,-8.3629378574
Clc1cc(Cl)c(Cl)nc1Cl,-3.8614246907
COCCCCC(=O)c1ccc(C(F)(F)F)cc1,-3.5440597007999997
NC1(C(=O)O)CCCC1,-0.4122
O=c1[nH]c(CN2CCCC2)c(Cl)c(=O)[nH]1,-1.54
C=C(C)C(=O)OC1CCCCC1,-3.0885648226
CCOC(=O)c1ccccc1,-2.3999022404
CC(C)CCCCCOC(=O)CCS,-4.4543816995
CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N=S(C)C)cc1[N+](=O)[O-],-4.86
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,-8.1019307222
CCCCCCCCC,-5.7657
Brc1ccccn1,-0.8806
CC(C)CC(NC(=S)Nc1ccccc1)C(=O)NC1CCOC1O,-2.37
Clc1ccccn1,-0.7541456686
Ic1cccc(I)c1,-4.518
COc1ccc(C=O)cc1O,-1.8262432451
CCOC(C)(C)CC,-1.4719350107
S=c1ncc2nccnc2[nH]1,-2.68
CC1CCCCC1O,-0.864495868
Cc1cc(Cl)cc(C)c1O,-1.6763
O=C1CCCCCCCCCCCCN1,-2.6260000000000003
Oc1cccc2ccccc12,-2.0619739225
COc1ccccc1N/N=C1\C(=O)C=Cc2ccccc21,-8.9260164319
O=C(O)CCCCCCCCCCBr,-3.699
CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,-4.9455
CC(=O)Nc1ccc(O)cc1,-1.0333232127
CCCCC(=O)OCn1c(=O)[nH]cc(F)c1=O,-1.66
CC(CN/C=C1/C=CC=CC1=O)N/C=C1/C=CC=CC1=O,-3.172023424
Cc1cc(Cl)ccc1N=CN(C)C,-2.88
CC(=O)NC(=O)COC(=O)c1ccccc1,-2.4003
CS,-0.3148794359
CCCCCOC(=O)CCC,-2.467
O=C(O)CNC(Cc1ccc(O)cc1)C(=O)O,-2.59
Nc1nnc(-c2ccc(O)cc2)o1,-0.77
CSc1cnc2cncnc2n1,-1.55
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,-4.8708662082
O=[N+]([O-])C(Br)(CO)CO,0.1271308568
O=C(O)c1cccc(O)c1C(=O)O,-2.11
CCCCCCCCCCCC(=O)N(C)C,-3.9093070505
CCCOC(=O)c1ccc(O)c(I)c1,-3.6865
CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COCCCCCCC,-7.94522478
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-2.68
CC(N)C(=O)O,0.2678986156
O=Cc1ccccc1[N+](=O)[O-],-1.8138
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,-3.08
COc1ncc2nccnc2n1,-1.113
O=c1cc(O)nc[nH]1,-1.5871611222
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,-3.96
CN(C)CCOCCN(C)CCO,0.4764657364
CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C1OC12,-0.504
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.4956
NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O,-1.57
CC1CCC(C)O1,0.0723
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,-3.31
CC1=C(C#N)C(=O)N(C)C(=O)/C1=N/Nc1ccc(Cl)c(Cl)c1,-6.9257837823
Nc1ccc2cc(S(=O)(=O)O)ccc2c1,-3.2696160575
C=C(C)C(=O)OCC,-1.3251
CCC(=O)OCC(C)C,-1.8841
C=COCCCCCCCCCCCCCCCCCC,-6.4720818187
FC(F)(F)F,-3.6703396281
NCC(=O)NCC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1,-1.3
Cc1nc2ncncc2[nH]1,-0.41
CCCCCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,-7.12
C#CCC(NC(=O)OC(C)(C)C)C(=O)NCC(=O)OC,-1.45
CC(=O)NCC(=O)Nc1ccccc1,-1.5678
O=C(O)/C=C/C=C/C(=O)O,-2.85
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
CCC(O)CN(CC(O)CC)CC(O)CC,-0.5229
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-3.6116
CCNC(=S)OC(C)C,-1.7447887835
CCCC1OC1(CC)C(N)=O,-1.1745
N#CCCN(CCC#N)C(CC(=O)O)C(=O)O,-1.5337
CCC1OC(=O)c2cc([N+](=O)[O-])ccc21,-2.55
CN=C(SC)N(C)C,-0.4401
CN(C)CCNC(=O)NC1CCCCC1,-0.66
OCC(CO)(CBr)CBr,-1.1304017512
Cc1ccc2cc3c(ccc4ccccc43)cc2c1,-6.8162
COc1nsc(N)n1,-1.2427
CCOC(=O)CCCCCCC(=O)OCC,-2.5304
CNC(=O)C(C)(C(C)C)C(C)C,-1.3948677058
O=C(Nc1ccccc1)C(O)COc1ccccc1,-2.41
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-5.7200550602
CC(C)CCCC(C)CC#N,-3.5877591379
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,-2.25
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1,-2.13
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,-1.8
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43,-2.0909
CC(=O)c1cc(Nc2nc(Nc3cc(C(C)=O)c(N)c4c3C(=O)c3ccccc3C4=O)nc(-c3ccccc3)n2)c2c(c1N)C(=O)c1ccccc1C2=O,-4.9504317948
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.4585
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-7.33
O=C(O)COc1ccccc1,-1.1031
O=[N+]([O-])O[Bi](O[N+](=O)[O-])O[N+](=O)[O-],-2.642008137
O=S(=O)(c1ccccc1O)c1ccccc1O,-3.3192
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1cccc(CN)c1)C(=O)O,-2.82
O=C(Oc1ccccc1)n1cc(F)c(=O)[nH]c1=O,-2.44
CNCl,0.2806
FC(F)(F)c1nc2ncncc2[nH]1,-0.4505
Cc1ccccc1N(C)C(N)=O,-0.4032
CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-2.9730000000000003
O=[Mn],-4.921453892
CC1(C)C(=O)NC(=O)NC1=O,-1.74
O=Cc1cc(O)c(O)c([N+](=O)[O-])c1,-1.937833911
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],-5.7601
COC(=O)c1ccc(C(=O)O)cc1[N+](=O)[O-],-2.6570018481
Nc1ncc2ncn(CCC3COC(=O)OC3)c2n1,-1.43
CC(C)(c1cc(Br)c(OCC2CO2)c(Br)c1)c1cc(Br)c(OCC2CO2)c(Br)c1,-7.3953018986
CCCCCCCCCCCCCCCCCC(=O)OC,-8.9978390846
CCC(C)C1CCCCC1=O,-2.427057806
O=S(=O)(O)c1ccc2ccccc2c1,0.230443278
Cc1noc(C)c1N=C1C=C(O)C(=O)c2ccccc21,-3.89
COC(=O)CCc1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,-6.849323575900001
CN(C)C(=O)CCCOC(=O)c1ccccc1,-1.2286
O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,-2.8092
CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO,-5.567720212
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,-1.46
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,-5.6042
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,-3.0905
N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,-3.19
Nc1ccc(S(=O)(=O)O)cc1N,-1.1812163945
C=COCC(C)C,-1.5236
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,-7.312230264299999
C1CC[C@@H]2NCCC[C@H]2C1,-1.0831
COc1ccccc1C(=O)O,-1.6
CC(C)=CCCC(C)CC#N,-3.104157036
Fc1cc(F)c(F)cc1F,-2.3757
CCOc1cc2c(cc1NC(=O)c1ccccc1)Oc1c(NC(C)=O)c3c(c(NC(C)=O)c1=N2)Oc1cc(NC(=O)c2ccccc2)c(OCC)cc1N=3,-7.8613826501
O=C(O)C(=O)c1c(C(=O)O)cccc1C(=O)O,-0.4541
C=C1C2CCC(C)(OCC)C1CCC2(C)C,-4.7342962454
Cc1ccccc1NC(=O)C1=Cc2ccccc2/C(=N/Nc2ccc(Cl)cc2[N+](=O)[O-])C1=O,-7.5632144901
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-7.1001953639
C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-6.89
CCc1nc2ncnc(O)c2nc1CC,-1.9122
CCN(CCC#N)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2Br)cc1,-4.3812486892
COc1cccc(Nc2ccccc2C(=O)O)c1,-4.8
CCCCCCCCCCCCC(O)CCC,-6.7708
CCOP(=S)(OCC)SCC(=O)NC(C)C,-2.0575
O=C(O)c1ccccc1C(=O)c1ccccc1O,-2.3428
CNC(=O)COC(=O)c1ccccc1,-1.7178
CC(=O)OCSc1ncnc2c1ncn2COC(C)=O,-2.54
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,-4.6064
CC(C)c1nc([N+](=O)[O-])c[nH]1,-1.15
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OCCCCCCCC/C=C\CCCCCCCC,-7.071179206900001
Cc1cc(N)n(-c2ccccc2)n1,-0.9376
C=C(C)C(=O)OCCCOc1ccc(C(C)(C)c2ccc(OCCCOC(=O)C(=C)C)cc2)cc1,-7.4564753884
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,-5.2966
CCCCCc1ccccc1,-4.6434
CCSC,-1.0569732819
CCOC(=O)N(C)CC,-0.4189
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-7.94
COc1cc2c(c3c1c(=O)c1cccnc1n3C)C=CC(C)(C)O2,-3.96
COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC,-5.3
COc1ccc2cc(C(C)C(=O)OC3CCCCC3=O)ccc2c1,-5.59
Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl,-8.48
Cc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-1.22
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-1.01
COC(=O)c1ccc(O)cc1,-1.827
Oc1ccc(Cl)cc1,-0.6876597172
CCCCC(C)(O)CC,-1.7356
COc1ccc(NC(=O)C2CC2)cn1,-2.14
COc1cc(C(=O)[O-])c([N+](=O)[O-])cc1OC,-0.7543
O=C(O)CC1(O)CC(=O)N(c2ccccc2)C1=O,-0.68
CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,-6.292999999999999
CCCc1cc(F)ccc1O,-1.887
Cc1cccc2c1c(C)cc1cc3ccccc3cc12,-7.9743
CC(N)c1ccccc1,-0.4813817083
CCCCC(CC)CO,-2.1604718659
Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,-5.3715223063
C=CC1CN2CCC1C(C(O)c1ccnc3ccc(OC)cc13)C2,-3.36
FC(F)(F)c1nc2c(Cl)c(Cl)ccc2[nH]1,-3.5677
CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01
Oc1ccc(N=Nc2ccccc2)c(O)c1,-3.08
CCOc1ccccc1OCC,-2.41045076
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-9.3076
O=[Pb]=O,-7.3256791006
Oc1c(Br)cc(Br)c2cccnc12,-4.1938
CCCCOCCO,-0.42
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.2567187446
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.97
CN(C)c1ccc(C(=O)O)cc1C(=O)O,-2.02
Clc1cc(Cl)c(Cl)cc1Cl,-5.47
O=[N+]([O-])c1c(O)ccc2ccccc12,-2.9758
Nc1ccccc1C(=O)O,-1.52
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.63
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001
CC(=O)CC(CC(=O)O)c1ccccc1,-1.4463
CCCCOC,-0.9907
C=CCSS(=O)CC=C,-0.83
CCCCN(CC)C(=O)SCCC,-3.41
CCCCC(O)CCCC,-2.49
COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,-3.02
CC(=O)CC/C=C(\C)CCC=C(C)C,-3.6974484249
CC(=O)Nc1ccc(OC(C)=O)cc1,-1.9076
c1ccc(Nc2cccc3ccccc23)cc1,-4.8638916314
C=C(Cl)C(N)=O,-0.2104
CC(=O)OC(C)C1CCCCC1,-3.5976237668
O=C(O)C(Cl)(Cl)CCCl,-0.5831
Cc1cc(Cl)ccc1NS(=O)(=O)c1ccc(N)cc1,-4.35
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,-2.8821848863999997
Cc1cccc(C)n1,0.447
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,-6.39
Cc1c[nH]c(=O)nc1N,-1.44
C=CCCCCCCC,-5.052
CC(=O)C(Oc1ccccc1Cl)C(=O)O,-2.1
NC(=Nc1ccc(N)cc1)N1Cc2cccc3cccc(c23)C1,-1.83
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.4365
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,-5.4227803586
CC=CCC1(C)C(=O)NC(=O)N(C)C1=O,-1.5445
CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1=O,-5.6715911936
C=CCOc1ccccc1C(N)=O,-2.2273
CCOC(=O)C(=CC=Cc1ccccc1)NC=O,-3.3483
O=C(O)COc1cccc(Cl)c1Cl,-2.8097
CCCCCCCCCCCCCCC1CO1,-6.6820204584
CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,-5.33
O=C(Cl)c1ccc(C(=O)Cl)cc1,-4.0287937791
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,-2.8927
O=C1c2cc(CCCCO)ccc2OCc2ccsc21,-3.92
O=c1[nH]c2ccccc2[nH]1,-2.3927519971
CCCCCN(CCCCC)CCCCC,-4.0326
O=C(O)C1=C[NH+2]([O-])[CH-]C=C1,-1.2983
CCSC(CCC(SCC)C(=O)O)C(=O)O,-1.36
CCCCCC1CCC(c2ccc(CCC)cc2)CC1,-6.7725704235
CCC(CC)(CO)CO,0.1798
O=S(Cc1ccccc1)Cc1ccccc1,-2.8588087212
C#CCCCCC,-3.0099
CCOC(=O)CC(C)=O,-0.073
CCCC(CC)CCCCCCCN,-3.6976259568
CCCCCCCCCCCC(=O)OCCC(C)C,-6.733128222
Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,-9.0027
Clc1cc(-c2c(Cl)cccc2Cl)c(Cl)c(Cl)c1Cl,-8.13
O=C(O)COc1c(Cl)cc(Cl)cc1Cl,-3.23
CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,-3.8360757577
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,-8.94
CCCCOC(=O)c1ccc(O)c(Cl)c1,-3.51
CC(C)(C)c1cc(CCC(=O)OCCCCCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,-8.1064832759
C/C=C/C(C)O,0.0152
CCCCCCCI,-4.8102
COc1ccc(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)cc1,-2.76
CN1CSC(=S)N(C)C1,-1.7331
CCC(Cc1ccc(C)cc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C,-5.1332331523
